Market_Rate,Friction,Rate_Velocity,CPR_US,CPR_Danish,Cohort_Coupon
0.05500000000000001,0.07499999999999998,-0.005,0.1317,0.4853,0.025
0.06000000000000001,0.07499999999999998,-0.005,0.0994,0.4775,0.025
0.065,0.07499999999999998,-0.005,0.0753,0.472,0.025
0.07,0.07499999999999998,-0.005,0.0572,0.4663,0.025
0.07500000000000001,0.07499999999999998,-0.005,0.0423,0.4613,0.025
0.08000000000000002,0.07499999999999998,-0.005,0.032,0.4566,0.025
0.02,0.07499999999999998,0.0,0.6032,0.6032,0.025
0.025,0.07499999999999998,0.0,0.5365,0.5365,0.025
0.030000000000000002,0.07499999999999998,0.0,0.4677,0.5267,0.025
0.035,0.07499999999999998,0.0,0.4088,0.5164,0.025
0.04000000000000001,0.07499999999999998,0.0,0.3071,0.5074,0.025
0.045000000000000005,0.07499999999999998,0.0,0.2336,0.4994,0.025
0.05,0.07499999999999998,0.0,0.1739,0.4915,0.025
0.05500000000000001,0.07499999999999998,0.0,0.1317,0.4853,0.025
0.06000000000000001,0.07499999999999998,0.0,0.0994,0.4775,0.025
0.065,0.07499999999999998,0.0,0.0753,0.472,0.025
0.07,0.07499999999999998,0.0,0.0572,0.4663,0.025
0.07500000000000001,0.07499999999999998,0.0,0.0423,0.4613,0.025
0.08000000000000002,0.07499999999999998,0.0,0.032,0.4566,0.025
0.02,0.07499999999999998,0.005,0.6032,0.6032,0.025
0.025,0.07499999999999998,0.005,0.5365,0.5365,0.025
0.030000000000000002,0.07499999999999998,0.005,0.4677,0.5267,0.025
0.035,0.07499999999999998,0.005,0.4088,0.5164,0.025
0.04000000000000001,0.07499999999999998,0.005,0.3071,0.5074,0.025
0.045000000000000005,0.07499999999999998,0.005,0.2336,0.4994,0.025
0.05,0.07499999999999998,0.005,0.1739,0.4915,0.025
0.05500000000000001,0.07499999999999998,0.005,0.1317,0.4853,0.025
0.06000000000000001,0.07499999999999998,0.005,0.0994,0.4775,0.025
0.065,0.07499999999999998,0.005,0.0753,0.472,0.025
0.07,0.07499999999999998,0.005,0.0572,0.4663,0.025
0.07500000000000001,0.07499999999999998,0.005,0.0423,0.4613,0.025
0.08000000000000002,0.07499999999999998,0.005,0.032,0.4566,0.025
0.02,0.07499999999999998,0.01,0.6032,0.6032,0.025
0.025,0.07499999999999998,0.01,0.5365,0.5365,0.025
0.030000000000000002,0.07499999999999998,0.01,0.4677,0.5267,0.025
0.035,0.07499999999999998,0.01,0.4088,0.5164,0.025
0.04000000000000001,0.07499999999999998,0.01,0.3071,0.5074,0.025
0.045000000000000005,0.07499999999999998,0.01,0.2336,0.4994,0.025
0.05,0.07499999999999998,0.01,0.1739,0.4915,0.025
0.05500000000000001,0.07499999999999998,0.01,0.1317,0.4853,0.025
0.06000000000000001,0.07499999999999998,0.01,0.0994,0.4775,0.025
0.065,0.07499999999999998,0.01,0.0753,0.472,0.025
0.07,0.07499999999999998,0.01,0.0572,0.4663,0.025
0.07500000000000001,0.07499999999999998,0.01,0.0423,0.4613,0.025
0.08000000000000002,0.07499999999999998,0.01,0.032,0.4566,0.025
0.02,0.07499999999999998,0.015,0.6032,0.6032,0.025
0.025,0.07499999999999998,0.015,0.5365,0.5365,0.025
0.030000000000000002,0.07499999999999998,0.015,0.4677,0.5267,0.025
0.035,0.07499999999999998,0.015,0.4088,0.5164,0.025
0.04000000000000001,0.07499999999999998,0.015,0.3071,0.5074,0.025
0.045000000000000005,0.07499999999999998,0.015,0.2336,0.4994,0.025
0.05,0.07499999999999998,0.015,0.1739,0.4915,0.025
0.05500000000000001,0.07499999999999998,0.015,0.1317,0.4853,0.025
0.06000000000000001,0.07499999999999998,0.015,0.0994,0.4775,0.025
0.065,0.07499999999999998,0.015,0.0753,0.472,0.025
0.07,0.07499999999999998,0.015,0.0572,0.4663,0.025
0.07500000000000001,0.07499999999999998,0.015,0.0423,0.4613,0.025
0.08000000000000002,0.07499999999999998,0.015,0.032,0.4566,0.025
0.02,0.07499999999999998,0.02,0.4793,0.4793,0.025
0.025,0.07499999999999998,0.02,0.4261,0.4261,0.025
0.030000000000000002,0.07499999999999998,0.02,0.3721,0.4182,0.025
0.035,0.07499999999999998,0.02,0.3261,0.4111,0.025
0.04000000000000001,0.07499999999999998,0.02,0.2443,0.4042,0.025
0.045000000000000005,0.07499999999999998,0.02,0.1844,0.3978,0.025
0.05,0.07499999999999998,0.02,0.1368,0.3913,0.025
0.05500000000000001,0.07499999999999998,0.02,0.105,0.3861,0.025
0.06000000000000001,0.07499999999999998,0.02,0.0794,0.3799,0.025
0.065,0.07499999999999998,0.02,0.061,0.3751,0.025
0.07,0.07499999999999998,0.02,0.0462,0.371,0.025
0.07500000000000001,0.07499999999999998,0.02,0.0336,0.3671,0.025
0.08000000000000002,0.07499999999999998,0.02,0.0254,0.363,0.025
0.02,0.07499999999999998,0.025,0.4793,0.4793,0.025
0.025,0.07499999999999998,0.025,0.4261,0.4261,0.025
0.030000000000000002,0.07499999999999998,0.025,0.3721,0.4182,0.025
0.035,0.07499999999999998,0.025,0.3261,0.4111,0.025
0.04000000000000001,0.07499999999999998,0.025,0.2443,0.4042,0.025
0.045000000000000005,0.07499999999999998,0.025,0.1844,0.3978,0.025
0.05,0.07499999999999998,0.025,0.1368,0.3913,0.025
0.05500000000000001,0.07499999999999998,0.025,0.105,0.3861,0.025
0.06000000000000001,0.07499999999999998,0.025,0.0794,0.3799,0.025
0.065,0.07499999999999998,0.025,0.061,0.3751,0.025
0.07,0.07499999999999998,0.025,0.0462,0.371,0.025
0.07500000000000001,0.07499999999999998,0.025,0.0336,0.3671,0.025
0.08000000000000002,0.07499999999999998,0.025,0.0254,0.363,0.025
0.02,0.07499999999999998,0.03,0.4793,0.4793,0.025
0.025,0.07499999999999998,0.03,0.4261,0.4261,0.025
0.030000000000000002,0.07499999999999998,0.03,0.3721,0.4182,0.025
0.035,0.07499999999999998,0.03,0.3261,0.4111,0.025
0.04000000000000001,0.07499999999999998,0.03,0.2443,0.4042,0.025
0.045000000000000005,0.07499999999999998,0.03,0.1844,0.3978,0.025
0.05,0.07499999999999998,0.03,0.1368,0.3913,0.025
0.05500000000000001,0.07499999999999998,0.03,0.105,0.3861,0.025
0.06000000000000001,0.07499999999999998,0.03,0.0794,0.3799,0.025
0.065,0.07499999999999998,0.03,0.061,0.3751,0.025
0.07,0.07499999999999998,0.03,0.0462,0.371,0.025
0.07500000000000001,0.07499999999999998,0.03,0.0336,0.3671,0.025
0.08000000000000002,0.07499999999999998,0.03,0.0254,0.363,0.025
0.02,0.07499999999999998,0.035,0.4793,0.4793,0.025
0.025,0.07499999999999998,0.035,0.4261,0.4261,0.025
0.030000000000000002,0.07499999999999998,0.035,0.3721,0.4182,0.025
0.035,0.07499999999999998,0.035,0.3261,0.4111,0.025
0.04000000000000001,0.07499999999999998,0.035,0.2443,0.4042,0.025
0.045000000000000005,0.07499999999999998,0.035,0.1844,0.3978,0.025
0.05,0.07499999999999998,0.035,0.1368,0.3913,0.025
0.05500000000000001,0.07499999999999998,0.035,0.105,0.3861,0.025
0.06000000000000001,0.07499999999999998,0.035,0.0794,0.3799,0.025
0.065,0.07499999999999998,0.035,0.061,0.3751,0.025
0.07,0.07499999999999998,0.035,0.0462,0.371,0.025
0.07500000000000001,0.07499999999999998,0.035,0.0336,0.3671,0.025
0.08000000000000002,0.07499999999999998,0.035,0.0254,0.363,0.025
0.02,0.07999999999999999,-0.01,0.5732,0.5732,0.025
0.025,0.07999999999999999,-0.01,0.5071,0.5071,0.025
0.030000000000000002,0.07999999999999999,-0.01,0.4438,0.497,0.025
0.035,0.07999999999999999,-0.01,0.3882,0.4887,0.025
0.04000000000000001,0.07999999999999999,-0.01,0.2925,0.4796,0.025
0.045000000000000005,0.07999999999999999,-0.01,0.2222,0.4722,0.025
0.05,0.07999999999999999,-0.01,0.1663,0.4651,0.025
0.05500000000000001,0.07999999999999999,-0.01,0.1252,0.4583,0.025
0.06000000000000001,0.07999999999999999,-0.01,0.0945,0.4528,0.025
0.065,0.07999999999999999,-0.01,0.0722,0.4477,0.025
0.07,0.07999999999999999,-0.01,0.0549,0.4425,0.025
0.07500000000000001,0.07999999999999999,-0.01,0.0411,0.4378,0.025
0.08000000000000002,0.07999999999999999,-0.01,0.0304,0.435,0.025
0.02,0.07999999999999999,-0.005,0.5732,0.5732,0.025
0.025,0.07999999999999999,-0.005,0.5071,0.5071,0.025
0.030000000000000002,0.07999999999999999,-0.005,0.4438,0.497,0.025
0.035,0.07999999999999999,-0.005,0.3882,0.4887,0.025
0.04000000000000001,0.07999999999999999,-0.005,0.2925,0.4796,0.025
0.045000000000000005,0.07999999999999999,-0.005,0.2222,0.4722,0.025
0.05,0.07999999999999999,-0.005,0.1663,0.4651,0.025
0.05500000000000001,0.07999999999999999,-0.005,0.1252,0.4583,0.025
0.06000000000000001,0.07999999999999999,-0.005,0.0945,0.4528,0.025
0.065,0.07999999999999999,-0.005,0.0722,0.4477,0.025
0.07,0.07999999999999999,-0.005,0.0549,0.4425,0.025
0.07500000000000001,0.07999999999999999,-0.005,0.0411,0.4378,0.025
0.08000000000000002,0.07999999999999999,-0.005,0.0304,0.435,0.025
0.02,0.07999999999999999,0.0,0.5732,0.5732,0.025
0.025,0.07999999999999999,0.0,0.5071,0.5071,0.025
0.030000000000000002,0.07999999999999999,0.0,0.4438,0.497,0.025
0.035,0.07999999999999999,0.0,0.3882,0.4887,0.025
0.04000000000000001,0.07999999999999999,0.0,0.2925,0.4796,0.025
0.045000000000000005,0.07999999999999999,0.0,0.2222,0.4722,0.025
0.05,0.07999999999999999,0.0,0.1663,0.4651,0.025
0.05500000000000001,0.07999999999999999,0.0,0.1252,0.4583,0.025
0.06000000000000001,0.07999999999999999,0.0,0.0945,0.4528,0.025
0.065,0.07999999999999999,0.0,0.0722,0.4477,0.025
0.07,0.07999999999999999,0.0,0.0549,0.4425,0.025
0.07500000000000001,0.07999999999999999,0.0,0.0411,0.4378,0.025
0.08000000000000002,0.07999999999999999,0.0,0.0304,0.435,0.025
0.02,0.07999999999999999,0.005,0.5732,0.5732,0.025
0.025,0.07999999999999999,0.005,0.5071,0.5071,0.025
0.030000000000000002,0.07999999999999999,0.005,0.4438,0.497,0.025
0.035,0.07999999999999999,0.005,0.3882,0.4887,0.025
0.04000000000000001,0.07999999999999999,0.005,0.2925,0.4796,0.025
0.045000000000000005,0.07999999999999999,0.005,0.2222,0.4722,0.025
0.05,0.07999999999999999,0.005,0.1663,0.4651,0.025
0.05500000000000001,0.07999999999999999,0.005,0.1252,0.4583,0.025
0.06000000000000001,0.07999999999999999,0.005,0.0945,0.4528,0.025
0.065,0.07999999999999999,0.005,0.0722,0.4477,0.025
0.07,0.07999999999999999,0.005,0.0549,0.4425,0.025
0.07500000000000001,0.07999999999999999,0.005,0.0411,0.4378,0.025
0.08000000000000002,0.07999999999999999,0.005,0.0304,0.435,0.025
0.02,0.07999999999999999,0.01,0.5732,0.5732,0.025
0.025,0.07999999999999999,0.01,0.5071,0.5071,0.025
0.030000000000000002,0.07999999999999999,0.01,0.4438,0.497,0.025
0.035,0.07999999999999999,0.01,0.3882,0.4887,0.025
0.04000000000000001,0.07999999999999999,0.01,0.2925,0.4796,0.025
0.045000000000000005,0.07999999999999999,0.01,0.2222,0.4722,0.025
0.05,0.07999999999999999,0.01,0.1663,0.4651,0.025
0.05500000000000001,0.07999999999999999,0.01,0.1252,0.4583,0.025
0.06000000000000001,0.07999999999999999,0.01,0.0945,0.4528,0.025
0.065,0.07999999999999999,0.01,0.0722,0.4477,0.025
0.07,0.07999999999999999,0.01,0.0549,0.4425,0.025
0.07500000000000001,0.07999999999999999,0.01,0.0411,0.4378,0.025
0.08000000000000002,0.07999999999999999,0.01,0.0304,0.435,0.025
0.02,0.07999999999999999,0.015,0.5732,0.5732,0.025
0.025,0.07999999999999999,0.015,0.5071,0.5071,0.025
0.030000000000000002,0.07999999999999999,0.015,0.4438,0.497,0.025
0.035,0.07999999999999999,0.015,0.3882,0.4887,0.025
0.04000000000000001,0.07999999999999999,0.015,0.2925,0.4796,0.025
0.045000000000000005,0.07999999999999999,0.015,0.2222,0.4722,0.025
0.05,0.07999999999999999,0.015,0.1663,0.4651,0.025
0.05500000000000001,0.07999999999999999,0.015,0.1252,0.4583,0.025
0.06000000000000001,0.07999999999999999,0.015,0.0945,0.4528,0.025
0.065,0.07999999999999999,0.015,0.0722,0.4477,0.025
0.07,0.07999999999999999,0.015,0.0549,0.4425,0.025
0.07500000000000001,0.07999999999999999,0.015,0.0411,0.4378,0.025
0.08000000000000002,0.07999999999999999,0.015,0.0304,0.435,0.025
0.02,0.07999999999999999,0.02,0.4545,0.4545,0.025
0.025,0.07999999999999999,0.02,0.4037,0.4037,0.025
0.030000000000000002,0.07999999999999999,0.02,0.353,0.3957,0.025
0.035,0.07999999999999999,0.02,0.3094,0.389,0.025
0.04000000000000001,0.07999999999999999,0.02,0.2331,0.3818,0.025
0.045000000000000005,0.07999999999999999,0.02,0.1749,0.3758,0.025
0.05,0.07999999999999999,0.02,0.1317,0.3701,0.025
0.05500000000000001,0.07999999999999999,0.02,0.0995,0.3646,0.025
0.06000000000000001,0.07999999999999999,0.02,0.076,0.3601,0.025
0.065,0.07999999999999999,0.02,0.0585,0.3556,0.025
0.07,0.07999999999999999,0.02,0.0442,0.3518,0.025
0.07500000000000001,0.07999999999999999,0.02,0.0327,0.3484,0.025
0.08000000000000002,0.07999999999999999,0.02,0.0243,0.346,0.025
0.02,0.07999999999999999,0.025,0.4545,0.4545,0.025
0.025,0.07999999999999999,0.025,0.4037,0.4037,0.025
0.030000000000000002,0.07999999999999999,0.025,0.353,0.3957,0.025
0.035,0.07999999999999999,0.025,0.3094,0.389,0.025
0.04000000000000001,0.07999999999999999,0.025,0.2331,0.3818,0.025
0.045000000000000005,0.07999999999999999,0.025,0.1749,0.3758,0.025
0.05,0.07999999999999999,0.025,0.1317,0.3701,0.025
0.05500000000000001,0.07999999999999999,0.025,0.0995,0.3646,0.025
0.06000000000000001,0.07999999999999999,0.025,0.076,0.3601,0.025
0.065,0.07999999999999999,0.025,0.0585,0.3556,0.025
0.07,0.07999999999999999,0.025,0.0442,0.3518,0.025
0.07500000000000001,0.07999999999999999,0.025,0.0327,0.3484,0.025
0.08000000000000002,0.07999999999999999,0.025,0.0243,0.346,0.025
0.02,0.07999999999999999,0.03,0.4545,0.4545,0.025
0.025,0.07999999999999999,0.03,0.4037,0.4037,0.025
0.030000000000000002,0.07999999999999999,0.03,0.353,0.3957,0.025
0.035,0.07999999999999999,0.03,0.3094,0.389,0.025
0.04000000000000001,0.07999999999999999,0.03,0.2331,0.3818,0.025
0.045000000000000005,0.07999999999999999,0.03,0.1749,0.3758,0.025
0.05,0.07999999999999999,0.03,0.1317,0.3701,0.025
0.05500000000000001,0.07999999999999999,0.03,0.0995,0.3646,0.025
0.06000000000000001,0.07999999999999999,0.03,0.076,0.3601,0.025
0.065,0.07999999999999999,0.03,0.0585,0.3556,0.025
0.07,0.07999999999999999,0.03,0.0442,0.3518,0.025
0.07500000000000001,0.07999999999999999,0.03,0.0327,0.3484,0.025
0.08000000000000002,0.07999999999999999,0.03,0.0243,0.346,0.025
0.02,0.07999999999999999,0.035,0.4545,0.4545,0.025
0.025,0.07999999999999999,0.035,0.4037,0.4037,0.025
0.030000000000000002,0.07999999999999999,0.035,0.353,0.3957,0.025
0.035,0.07999999999999999,0.035,0.3094,0.389,0.025
0.04000000000000001,0.07999999999999999,0.035,0.2331,0.3818,0.025
0.045000000000000005,0.07999999999999999,0.035,0.1749,0.3758,0.025
0.05,0.07999999999999999,0.035,0.1317,0.3701,0.025
0.05500000000000001,0.07999999999999999,0.035,0.0995,0.3646,0.025
0.06000000000000001,0.07999999999999999,0.035,0.076,0.3601,0.025
0.065,0.07999999999999999,0.035,0.0585,0.3556,0.025
0.07,0.07999999999999999,0.035,0.0442,0.3518,0.025
0.07500000000000001,0.07999999999999999,0.035,0.0327,0.3484,0.025
0.08000000000000002,0.07999999999999999,0.035,0.0243,0.346,0.025
0.02,0.08499999999999999,-0.01,0.5445,0.5445,0.025
0.025,0.08499999999999999,-0.01,0.4793,0.4793,0.025
0.030000000000000002,0.08499999999999999,-0.01,0.4223,0.4702,0.025
0.035,0.08499999999999999,-0.01,0.3709,0.4623,0.025
0.04000000000000001,0.08499999999999999,-0.01,0.2783,0.4545,0.025
0.045000000000000005,0.08499999999999999,-0.01,0.2118,0.4474,0.025
0.05,0.08499999999999999,-0.01,0.1578,0.4416,0.025
0.05500000000000001,0.08499999999999999,-0.01,0.1204,0.4365,0.025
0.06000000000000001,0.08499999999999999,-0.01,0.0906,0.4305,0.025
0.065,0.08499999999999999,-0.01,0.0698,0.4257,0.025
0.07,0.08499999999999999,-0.01,0.0524,0.4211,0.025
0.07500000000000001,0.08499999999999999,-0.01,0.0394,0.4168,0.025
0.08000000000000002,0.08499999999999999,-0.01,0.0298,0.4126,0.025
0.02,0.08499999999999999,-0.005,0.5445,0.5445,0.025
0.025,0.08499999999999999,-0.005,0.4793,0.4793,0.025
0.030000000000000002,0.08499999999999999,-0.005,0.4223,0.4702,0.025
0.035,0.08499999999999999,-0.005,0.3709,0.4623,0.025
0.04000000000000001,0.08499999999999999,-0.005,0.2783,0.4545,0.025
0.045000000000000005,0.08499999999999999,-0.005,0.2118,0.4474,0.025
0.05,0.08499999999999999,-0.005,0.1578,0.4416,0.025
0.05500000000000001,0.08499999999999999,-0.005,0.1204,0.4365,0.025
0.06000000000000001,0.08499999999999999,-0.005,0.0906,0.4305,0.025
0.065,0.08499999999999999,-0.005,0.0698,0.4257,0.025
0.07,0.08499999999999999,-0.005,0.0524,0.4211,0.025
0.07500000000000001,0.08499999999999999,-0.005,0.0394,0.4168,0.025
0.08000000000000002,0.08499999999999999,-0.005,0.0298,0.4126,0.025
0.02,0.08499999999999999,0.0,0.5445,0.5445,0.025
0.025,0.08499999999999999,0.0,0.4793,0.4793,0.025
0.030000000000000002,0.08499999999999999,0.0,0.4223,0.4702,0.025
0.035,0.08499999999999999,0.0,0.3709,0.4623,0.025
0.04000000000000001,0.08499999999999999,0.0,0.2783,0.4545,0.025
0.045000000000000005,0.08499999999999999,0.0,0.2118,0.4474,0.025
0.05,0.08499999999999999,0.0,0.1578,0.4416,0.025
0.05500000000000001,0.08499999999999999,0.0,0.1204,0.4365,0.025
0.06000000000000001,0.08499999999999999,0.0,0.0906,0.4305,0.025
0.065,0.08499999999999999,0.0,0.0698,0.4257,0.025
0.07,0.08499999999999999,0.0,0.0524,0.4211,0.025
0.07500000000000001,0.08499999999999999,0.0,0.0394,0.4168,0.025
0.08000000000000002,0.08499999999999999,0.0,0.0298,0.4126,0.025
0.02,0.08499999999999999,0.005,0.5445,0.5445,0.025
0.025,0.08499999999999999,0.005,0.4793,0.4793,0.025
0.030000000000000002,0.08499999999999999,0.005,0.4223,0.4702,0.025
0.035,0.08499999999999999,0.005,0.3709,0.4623,0.025
0.04000000000000001,0.08499999999999999,0.005,0.2783,0.4545,0.025
0.045000000000000005,0.08499999999999999,0.005,0.2118,0.4474,0.025
0.05,0.08499999999999999,0.005,0.1578,0.4416,0.025
0.05500000000000001,0.08499999999999999,0.005,0.1204,0.4365,0.025
0.06000000000000001,0.08499999999999999,0.005,0.0906,0.4305,0.025
0.065,0.08499999999999999,0.005,0.0698,0.4257,0.025
0.07,0.08499999999999999,0.005,0.0524,0.4211,0.025
0.07500000000000001,0.08499999999999999,0.005,0.0394,0.4168,0.025
0.08000000000000002,0.08499999999999999,0.005,0.0298,0.4126,0.025
0.02,0.08499999999999999,0.01,0.5445,0.5445,0.025
0.025,0.08499999999999999,0.01,0.4793,0.4793,0.025
0.030000000000000002,0.08499999999999999,0.01,0.4223,0.4702,0.025
0.035,0.08499999999999999,0.01,0.3709,0.4623,0.025
0.04000000000000001,0.08499999999999999,0.01,0.2783,0.4545,0.025
0.045000000000000005,0.08499999999999999,0.01,0.2118,0.4474,0.025
0.05,0.08499999999999999,0.01,0.1578,0.4416,0.025
0.05500000000000001,0.08499999999999999,0.01,0.1204,0.4365,0.025
0.06000000000000001,0.08499999999999999,0.01,0.0906,0.4305,0.025
0.065,0.08499999999999999,0.01,0.0698,0.4257,0.025
0.07,0.08499999999999999,0.01,0.0524,0.4211,0.025
0.07500000000000001,0.08499999999999999,0.01,0.0394,0.4168,0.025
0.08000000000000002,0.08499999999999999,0.01,0.0298,0.4126,0.025
0.02,0.08499999999999999,0.015,0.5445,0.5445,0.025
0.025,0.08499999999999999,0.015,0.4793,0.4793,0.025
0.030000000000000002,0.08499999999999999,0.015,0.4223,0.4702,0.025
0.035,0.08499999999999999,0.015,0.3709,0.4623,0.025
0.04000000000000001,0.08499999999999999,0.015,0.2783,0.4545,0.025
0.045000000000000005,0.08499999999999999,0.015,0.2118,0.4474,0.025
0.05,0.08499999999999999,0.015,0.1578,0.4416,0.025
0.05500000000000001,0.08499999999999999,0.015,0.1204,0.4365,0.025
0.06000000000000001,0.08499999999999999,0.015,0.0906,0.4305,0.025
0.065,0.08499999999999999,0.015,0.0698,0.4257,0.025
0.07,0.08499999999999999,0.015,0.0524,0.4211,0.025
0.07500000000000001,0.08499999999999999,0.015,0.0394,0.4168,0.025
0.08000000000000002,0.08499999999999999,0.015,0.0298,0.4126,0.025
0.02,0.08499999999999999,0.02,0.4322,0.4322,0.025
0.025,0.08499999999999999,0.02,0.3811,0.3811,0.025
0.030000000000000002,0.08499999999999999,0.02,0.337,0.3743,0.025
0.035,0.08499999999999999,0.02,0.2959,0.368,0.025
0.04000000000000001,0.08499999999999999,0.02,0.2217,0.3616,0.025
0.045000000000000005,0.08499999999999999,0.02,0.1662,0.3561,0.025
0.05,0.08499999999999999,0.02,0.1248,0.3514,0.025
0.05500000000000001,0.08499999999999999,0.02,0.0954,0.3476,0.025
0.06000000000000001,0.08499999999999999,0.02,0.0727,0.3428,0.025
0.065,0.08499999999999999,0.02,0.0565,0.3394,0.025
0.07,0.08499999999999999,0.02,0.0424,0.3359,0.025
0.07500000000000001,0.08499999999999999,0.02,0.0311,0.3322,0.025
0.08000000000000002,0.08499999999999999,0.02,0.024,0.3288,0.025
0.02,0.08499999999999999,0.025,0.4322,0.4322,0.025
0.025,0.08499999999999999,0.025,0.3811,0.3811,0.025
0.030000000000000002,0.08499999999999999,0.025,0.337,0.3743,0.025
0.035,0.08499999999999999,0.025,0.2959,0.368,0.025
0.04000000000000001,0.08499999999999999,0.025,0.2217,0.3616,0.025
0.045000000000000005,0.08499999999999999,0.025,0.1662,0.3561,0.025
0.05,0.08499999999999999,0.025,0.1248,0.3514,0.025
0.05500000000000001,0.08499999999999999,0.025,0.0954,0.3476,0.025
0.06000000000000001,0.08499999999999999,0.025,0.0727,0.3428,0.025
0.065,0.08499999999999999,0.025,0.0565,0.3394,0.025
0.07,0.08499999999999999,0.025,0.0424,0.3359,0.025
0.07500000000000001,0.08499999999999999,0.025,0.0311,0.3322,0.025
0.08000000000000002,0.08499999999999999,0.025,0.024,0.3288,0.025
0.02,0.08499999999999999,0.03,0.4322,0.4322,0.025
0.025,0.08499999999999999,0.03,0.3811,0.3811,0.025
0.030000000000000002,0.08499999999999999,0.03,0.337,0.3743,0.025
0.035,0.08499999999999999,0.03,0.2959,0.368,0.025
0.04000000000000001,0.08499999999999999,0.03,0.2217,0.3616,0.025
0.045000000000000005,0.08499999999999999,0.03,0.1662,0.3561,0.025
0.05,0.08499999999999999,0.03,0.1248,0.3514,0.025
0.05500000000000001,0.08499999999999999,0.03,0.0954,0.3476,0.025
0.06000000000000001,0.08499999999999999,0.03,0.0727,0.3428,0.025
0.065,0.08499999999999999,0.03,0.0565,0.3394,0.025
0.07,0.08499999999999999,0.03,0.0424,0.3359,0.025
0.07500000000000001,0.08499999999999999,0.03,0.0311,0.3322,0.025
0.08000000000000002,0.08499999999999999,0.03,0.024,0.3288,0.025
0.02,0.08499999999999999,0.035,0.4322,0.4322,0.025
0.025,0.08499999999999999,0.035,0.3811,0.3811,0.025
0.030000000000000002,0.08499999999999999,0.035,0.337,0.3743,0.025
0.035,0.08499999999999999,0.035,0.2959,0.368,0.025
0.04000000000000001,0.08499999999999999,0.035,0.2217,0.3616,0.025
0.045000000000000005,0.08499999999999999,0.035,0.1662,0.3561,0.025
0.05,0.08499999999999999,0.035,0.1248,0.3514,0.025
0.05500000000000001,0.08499999999999999,0.035,0.0954,0.3476,0.025
0.06000000000000001,0.08499999999999999,0.035,0.0727,0.3428,0.025
0.065,0.08499999999999999,0.035,0.0565,0.3394,0.025
0.07,0.08499999999999999,0.035,0.0424,0.3359,0.025
0.07500000000000001,0.08499999999999999,0.035,0.0311,0.3322,0.025
0.08000000000000002,0.08499999999999999,0.035,0.024,0.3288,0.025
0.02,0.08999999999999998,-0.01,0.5147,0.5147,0.025
0.025,0.08999999999999998,-0.01,0.4544,0.4544,0.025
0.030000000000000002,0.08999999999999998,-0.01,0.4011,0.4467,0.025
0.035,0.08999999999999998,-0.01,0.3515,0.4401,0.025
0.04000000000000001,0.08999999999999998,-0.01,0.2662,0.4323,0.025
0.045000000000000005,0.08999999999999998,-0.01,0.2017,0.426,0.025
0.05,0.08999999999999998,-0.01,0.1512,0.4196,0.025
0.05500000000000001,0.08999999999999998,-0.01,0.1148,0.4141,0.025
0.06000000000000001,0.08999999999999998,-0.01,0.0872,0.409,0.025
0.065,0.08999999999999998,-0.01,0.0672,0.4044,0.025
0.07,0.08999999999999998,-0.01,0.05,0.3999,0.025
0.07500000000000001,0.08999999999999998,-0.01,0.0381,0.3959,0.025
0.08000000000000002,0.08999999999999998,-0.01,0.0288,0.3921,0.025
0.02,0.08999999999999998,-0.005,0.5147,0.5147,0.025
0.025,0.08999999999999998,-0.005,0.4544,0.4544,0.025
0.030000000000000002,0.08999999999999998,-0.005,0.4011,0.4467,0.025
0.035,0.08999999999999998,-0.005,0.3515,0.4401,0.025
0.04000000000000001,0.08999999999999998,-0.005,0.2662,0.4323,0.025
0.045000000000000005,0.08999999999999998,-0.005,0.2017,0.426,0.025
0.05,0.08999999999999998,-0.005,0.1512,0.4196,0.025
0.05500000000000001,0.08999999999999998,-0.005,0.1148,0.4141,0.025
0.06000000000000001,0.08999999999999998,-0.005,0.0872,0.409,0.025
0.065,0.08999999999999998,-0.005,0.0672,0.4044,0.025
0.07,0.08999999999999998,-0.005,0.05,0.3999,0.025
0.07500000000000001,0.08999999999999998,-0.005,0.0381,0.3959,0.025
0.08000000000000002,0.08999999999999998,-0.005,0.0288,0.3921,0.025
0.02,0.08999999999999998,0.0,0.5147,0.5147,0.025
0.025,0.08999999999999998,0.0,0.4544,0.4544,0.025
0.030000000000000002,0.08999999999999998,0.0,0.4011,0.4467,0.025
0.035,0.08999999999999998,0.0,0.3515,0.4401,0.025
0.04000000000000001,0.08999999999999998,0.0,0.2662,0.4323,0.025
0.045000000000000005,0.08999999999999998,0.0,0.2017,0.426,0.025
0.05,0.08999999999999998,0.0,0.1512,0.4196,0.025
0.05500000000000001,0.08999999999999998,0.0,0.1148,0.4141,0.025
0.06000000000000001,0.08999999999999998,0.0,0.0872,0.409,0.025
0.065,0.08999999999999998,0.0,0.0672,0.4044,0.025
0.07,0.08999999999999998,0.0,0.05,0.3999,0.025
0.07500000000000001,0.08999999999999998,0.0,0.0381,0.3959,0.025
0.08000000000000002,0.08999999999999998,0.0,0.0288,0.3921,0.025
0.02,0.08999999999999998,0.005,0.5147,0.5147,0.025
0.025,0.08999999999999998,0.005,0.4544,0.4544,0.025
0.030000000000000002,0.08999999999999998,0.005,0.4011,0.4467,0.025
0.035,0.08999999999999998,0.005,0.3515,0.4401,0.025
