rep,n_loans,central_trapped_b,central_share_pct,null_trapped_b,null_share_pct,marginal_b,marginal_pp
1,101386,744.7337436694409,97.3828629919824,714.9475501635019,93.4879611886219,29.786193505938968,3.8949018033605114
2,73128,746.0170363970113,97.55066889701882,703.2581574706561,91.95943299080179,42.75887892635524,5.591235906217037
3,91060,746.0422096949927,97.55396060744448,715.1880329325634,93.51940719298322,30.854176762429347,4.034553414461257
4,72832,743.3320788406338,97.19957851596035,712.0507796592591,93.10917372594571,31.28129918137472,4.090404790014645
5,80376,746.3051396920157,97.58834185590304,719.0428826525773,94.02347499618111,27.262257039438396,3.5648668597219313
6,73358,747.3170043105687,97.72065528248348,711.8390386002395,93.08148604465617,35.47796571032916,4.6391692378273035
7,62187,743.9594936971281,97.28162052832852,719.4652065833416,94.07869891189252,24.494287113786527,3.202921616436001
8,91600,747.3237218059664,97.72153367551928,721.9958195630388,94.40960688965293,25.32790224292762,3.3119267858663477
9,80694,745.1500506023592,97.43730011310873,718.3045962169471,93.92693519598947,26.845454385412154,3.5103649171192615
10,64186,743.4191538234329,97.21096461359865,711.9525901083431,93.09633426531245,31.46656371508982,4.114630348286198
11,68649,744.3650858738368,97.33465656665872,709.5382646519512,92.78063227498848,34.826821221885666,4.554024291670245
12,78058,745.7386891529002,97.51427165872005,714.6638443457082,93.45086325258895,31.074844807191994,4.063408406131103
13,86323,744.222003914801,97.31594688560578,708.9706479360648,92.70640958621547,35.25135597873623,4.609537299390311
14,87047,747.6270094503896,97.76119217008204,721.5369060433358,94.3495984466432,26.09010340705379,3.411593723438841
15,68404,745.1408811921568,97.43610110282481,713.7440139845561,93.33058440824038,31.396867207600735,4.1055166945844235
16,82563,745.0791629420145,97.42803070189453,715.2205970919957,93.52366534712677,29.85856585001875,3.904365354767762
17,70360,741.1026533882538,96.90805441728016,689.6910022540346,90.18536483707294,51.41165113421914,6.722689580207216
18,66966,746.3197520818919,97.59025260101618,717.1118074893442,93.77096377368463,29.207944592547733,3.8192888273315475
19,66522,741.2132336333043,96.92251410968018,711.1945391326401,92.99721001461837,30.018694500664196,3.9253040950618043
20,88452,741.6381366488587,96.97807527163953,708.5673797700239,92.65367744013453,33.0707568788348,4.324397831504996
21,62879,744.5303007552211,97.35626039258288,707.4333423241828,92.50538845208361,37.096958431038274,4.850871940499275
22,58486,741.5861557923574,96.97127815163536,706.8124618830764,92.42420089284565,34.773693909281064,4.547077258789713
23,75095,737.4798850756227,96.43433403970957,699.966295571918,91.52898259292692,37.51358950370479,4.905351446782646
24,85436,741.6291694098383,96.97690269766075,712.0234805637137,93.1056040420098,29.605688846124508,3.8712986556509463
25,82926,736.2782024023816,96.27719962741412,694.7227131765526,90.84332134776963,41.55548922582898,5.433878279644489
26,58224,745.4927536548385,97.48211264468826,704.7944312525319,92.16031920079335,40.69832240230653,5.321793443894904
27,63456,743.9726907130931,97.2833461963388,705.3492897163401,92.23287359519307,38.62340099675305,5.050472601145728
28,82961,746.672071443401,97.63632258025763,717.5842234477589,93.8327378223894,29.087847995642164,3.8035847578682223
29,65309,743.4953530948056,97.22092858161709,713.5761400176298,93.30863287501113,29.91921307717587,3.91229570660596
30,73743,742.4687299788454,97.08668530461267,700.4904704477799,91.5975247404445,41.97825953106553,5.4891605641681736
31,78172,742.1454714373839,97.04441537590093,705.6950190816412,92.27808185344593,36.45045235574264,4.766333522455
32,73964,745.7101399209542,97.51053850446625,713.1524459471044,93.25322979710413,32.55769397384984,4.257308707362128
33,94523,739.5497323349598,96.70499137702477,704.8104063104317,92.16240813108283,34.739326024528054,4.542583245941941
34,65822,745.6716983460283,97.50551180780315,717.2721072412004,93.7919248875127,28.39959110482789,3.713586920290439
35,62557,741.0135838932629,96.89640751326756,706.4329269104144,92.37457214625321,34.580656982848495,4.521835367014347
36,75679,748.3546800450765,97.85634382183417,717.3583904608388,93.80320745262806,30.99628958423773,4.053136369206115
37,65969,743.4041960775984,97.2090087090547,711.4696787842907,93.03318782175833,31.934517293307636,4.175820887296368
38,58673,744.2184285760032,97.31547936720575,709.1938989095012,92.73560232676711,35.024529666502076,4.579877040438646
39,59675,738.4984635181651,96.56752537924515,709.4080639417717,92.76360697161174,29.090399576393338,3.803918407633418
40,57038,738.1822241285582,96.52617328876647,693.1256429003474,90.63448526746805,45.0565812282108,5.891688021298421
41,78236,743.5739249337661,97.23120279128405,711.3187876274702,93.01345699449791,32.255137306295865,4.217745796786133
42,73423,742.0737256978615,97.03503376054972,704.5478300661994,92.12807314004155,37.52589563166214,4.906960620508173
43,90737,743.8216060399653,97.2635900645018,712.9304814635257,93.22420528052061,30.891124576439665,4.039384783981191
44,67814,742.6579879294902,97.11143305001089,707.2568942581938,92.48231575263704,35.401093671296394,4.629117297373853
45,55558,748.794486337375,97.91385376585106,720.3190224704076,94.19034557253778,28.475463866967402,3.723508193313279
