rep,n_loans,central_trapped_b,central_share_pct,null_trapped_b,null_share_pct,marginal_b,marginal_pp
158,61953,761.0749115469258,99.51966654905131,719.227012632106,94.04755219789457,41.84789891481978,5.472114351156733
159,79880,765.3587955102955,100.07983572175843,719.308864735899,94.05825534150401,46.04993077439656,6.02158038025442
160,86528,768.9284183136831,100.54660668701987,730.406630063183,95.5094211703264,38.521788250500094,5.037185516693469
161,68509,768.7328693556501,100.52103631700477,724.7343428969508,94.76770163813671,43.9985264586993,5.7533346788680575
162,48553,768.4388642008004,100.48259161920903,729.5157457781921,95.39292737236916,38.92311842260824,5.089664246839874
163,78469,768.5856771280642,100.50178916907528,725.9319124496086,94.92429821061808,42.65376467845556,5.577490958457204
164,78045,769.7291487510354,100.65131178885932,728.91528979111,95.31441055529218,40.81385895992537,5.336901233567133
165,73008,766.52633238772,100.23250516199636,724.7046123549044,94.7638140134287,41.82172003281562,5.4686911485676575
166,65195,764.4932715940471,99.96665809597098,721.3292179276888,94.32244073627619,43.16405366635831,5.644217359694792
167,73587,767.6927390320111,100.3850268107057,727.6045771400693,95.14301916662052,40.08816189194181,5.242007644085177
168,83804,763.1181014273758,99.78683811457498,712.0509469330601,93.10919559900005,51.06715449431567,6.677642515574931
169,66618,770.3327439168384,100.73023909117866,723.9631779120832,94.6668625735664,46.36956600475514,6.063376517612255
170,83267,765.6489073833412,100.11777132629535,721.7236606897761,94.37401885501332,43.9252466935651,5.743752471282036
171,66516,762.7752411430641,99.74200502304888,714.5703162198896,93.4386333291567,48.20492492317453,6.303371693892174
172,73767,765.3311336383346,100.07621860045812,721.4949472437415,94.344111830699,43.83618639459303,5.732106769759113
173,63923,769.4423177954297,100.6138052036011,723.6202251668935,94.6220173916723,45.82209262853621,5.991787811928802
174,75855,769.2895631009353,100.59383069645438,735.2073117227064,96.13716783588504,34.082251378228875,4.456662860569338
175,77348,761.7999457946402,99.61447346683883,716.9769735048152,93.75333261415457,44.822972289824975,5.861140852684258
176,73513,765.4744710587274,100.09496168614534,714.6455345027849,93.44846902117409,50.828936555942505,6.646492664971248
177,57506,764.3171207434713,99.94362426100196,717.402351936205,93.8089559424325,46.91476880726623,6.134668318569453
178,78758,767.8193947154643,100.40158855934907,718.3029511619525,93.92672008533212,49.51644355351186,6.474868474016944
179,77695,756.3258244888546,98.8986664960197,701.8796100608045,91.779171394382,54.4462144280501,7.119495101637696
180,65903,766.8199926209483,100.27090475715606,723.5731674825242,94.61586403543109,43.246825138424015,5.655040721724973
181,86297,771.6347698599277,100.90049458867114,729.2035138164298,95.35209930111216,42.43125604349791,5.548395287558975
182,98461,765.1470351152714,100.05214551205455,720.7213877580665,94.24295965644883,44.425647357204866,5.809185855605719
183,79773,770.6661367215575,100.77383419627554,726.1069788076828,94.94719023519434,44.55915791387463,5.826643961081203
184,76535,763.6609122609792,99.85781713692855,715.0489460708749,93.50121991879169,48.61196619010434,6.356597218136855
185,63502,768.8587452689543,100.5374961013552,720.4029530692553,94.20132050428741,48.455792199698976,6.336175597067793
186,76592,773.5982821154463,101.15724734975875,735.1207529083583,96.12584923345825,38.47752920708797,5.031398116300494
187,85389,771.1806202285327,100.84110908115527,730.4490681854364,95.51497046345321,40.73155204309626,5.326138617702057
188,64904,761.6698884315044,99.59746690780615,715.5644080259902,93.56862274749292,46.105480405514186,6.028844160313227
189,75745,766.5301096508583,100.2329990844241,726.7114108864162,95.02622697391014,39.81869876444216,5.206772110513953
190,87145,769.9444128332381,100.67946014765525,729.1071753473292,95.33950189161243,40.83723748590887,5.33995825604282
191,73351,759.836858124731,99.35777622540851,707.979988430337,92.57686898229085,51.856869694393936,6.780907243117667
192,51249,767.2789145197188,100.33091429582927,727.540665028762,95.1346618920484,39.73824949095683,5.196252403780875
193,65818,770.5307999875002,100.75613729621897,722.0947863075314,94.42254797766138,48.43601367996882,6.333589318557586
194,98763,771.4619332667671,100.87789413258218,731.7895375667555,95.69025290125809,39.672395700011634,5.187641231324093
195,77820,767.8119559425696,100.40061585063565,727.0291646768566,95.06777709044867,40.78279126571306,5.332838760186974
196,66708,766.3711906999862,100.21221852687428,716.4523786219545,93.68473554568793,49.91881207803169,6.527482981186353
197,60970,768.6086426494008,100.50479218624335,723.9968864528785,94.67127036928915,44.61175619652238,5.833521816954203
198,65773,763.5680019016958,99.84566799387501,723.0437584920036,94.5466374646884,40.52424340969219,5.299030529186609
199,74996,769.325324124516,100.59850687890135,732.5686490886515,95.7921310707881,36.75667503586453,4.806375808113245
200,77900,765.9251373462776,100.15389170470385,722.124728589246,94.42646328986882,43.800408757031505,5.727428414835032
