rep,converged,fit_method,failure,gap_std,burn_std,fric_std,head_const,head_age_linear,head_age_spline_12,head_age_spline_24,head_age_spline_36,head_age_spline_60,head_age_spline_84,head_age_spline_120,head_rate_gap_bps,head_burnout_orth,head_friction,head_m_2,head_m_3,head_m_4,head_m_5,head_m_6,head_m_7,head_m_8,head_m_9,head_m_10,head_m_11,head_m_12,resc_rate_gap_bps,resc_burnout_orth,resc_friction
132,True,"ridge(alpha=0.0001, warm_start)",,219.30699311645685,0.1228812985845861,0.004082396753117199,-3.726137727056953,0.03816531678811553,-0.0032616433129436986,0.0035961809595467025,-0.0005702075785634156,0.001787343264340994,4.373414148591111e-08,1.237633264794562e-07,0.6808941739143209,-0.13445769822522513,-0.03146531514387649,0.14033668649434522,0.4374507940152794,0.22570756796980443,0.13804671739385002,0.2548008454449706,0.1207358264551983,0.33051465516782064,0.3729886116320609,0.3798598111508164,0.28287069761675654,0.16529712046017214,0.6860488311836208,-0.13155843273596599,-0.03147363189626133
133,True,"ridge(alpha=0.0001, warm_start)",,219.8268078292357,0.12585905622636195,0.004083303284253972,-3.43925774948013,0.037997346306057334,-0.0037733736373434844,0.00484637855500932,-0.001955232872309659,0.0039001653435042174,1.617048809235585e-05,1.2225202561963875e-05,0.5937032688367004,-0.18489422063149252,-0.006762007318332811,0.11328666867389686,0.40607393652875,0.2132822940603077,0.1803876786623426,0.31541818507428737,0.18613552455481497,0.3868459266780948,0.4199575174660105,0.423519039604835,0.28394631851217766,0.1789564925806385,0.596783322065878,-0.17662723750782566,-0.006762292992752369
134,True,"ridge(alpha=0.0001, warm_start)",,216.37143290049283,0.1254317558978162,0.004076900997178432,-3.2898837803422483,0.033880251287216896,-0.003516124046982053,0.0048463933351397615,-0.0023405998630297003,0.004275068630269829,0.0015693407674036949,0.00018701916856346003,0.6079244903912409,-0.14546814216792403,-0.033003203570641036,0.13256432717177663,0.41331146334,0.17709933526644087,0.12605761131224258,0.2540152567339036,0.1296452692920106,0.3690532528553656,0.4037302244788559,0.3921172196345167,0.2700544014912755,0.1570460857170151,0.6208370251569344,-0.13943737599152514,-0.03305642764347313
135,True,"ridge(alpha=0.0001, warm_start)",,220.99181452386006,0.1309150077307664,0.004075244660156368,-17.514768013326176,-201.49432444281615,-1004.6127383013127,-139.45121773523744,-10.96471413818319,0.06367807806379212,5.601148119500955e-07,3.43954195653625e-07,3.8684408086785105,-2.1141407038800213,-0.11068355072226575,-1.0071839169750976,-0.977896776230336,-0.8603534487556577,-0.8416153499603833,-0.8306975215383006,-0.8539796673742996,-0.9244715979643996,-0.8558831688786795,-0.7385625292033153,-0.7466795775042971,-0.8272180625796661,3.8680106328320782,-1.9416156466010954,-0.1109071080593412
136,True,"ridge(alpha=0.0001, warm_start)",,222.27020965977175,0.12312213819649294,0.004089999131581517,-4.184130080151174,0.061281610163217204,-0.004368516174806344,0.004942289642604201,-0.0013143929569449985,0.0045569594126625024,9.297866921949175e-08,-4.96921880801381e-07,0.7015432080335418,-0.1613778752571994,0.03935697036473474,0.07436460975641002,0.42181457645613823,0.3025729703269003,0.2624675042287142,0.406879355191286,0.287744321337609,0.40670838610669274,0.45617685542350794,0.4868432562207304,0.3372374312519164,0.22400446534829957,0.6974306930824481,-0.15758927411222556,0.039294198003714344
137,True,"ridge(alpha=0.0001, warm_start)",,218.88067530639583,0.10935400939380442,0.004085274736803163,-4.717560333633645,0.05341300564544552,-0.0038699533025465965,0.004172430465578053,-0.0006363460580000825,0.002161620772859597,-9.96643104169364e-07,-1.6194005391338997e-07,0.6788336745096157,-0.22110320426803212,0.015193662756619535,0.11660022674578155,0.45784104858687896,0.29309879193408794,0.23371823580207496,0.3610508722998485,0.2368290265716316,0.3896129165954839,0.4429282172299676,0.46748668742184313,0.33329250834616114,0.22502799068482005,0.6853049188632976,-0.24309674102966697,0.015186972247428595
138,True,"ridge(alpha=0.0001, warm_start)",,224.1244390439668,0.11518042320021847,0.004085557506351174,-18.394194612390194,-209.96543115955473,-1003.527366812097,-134.54652852080957,-11.47502399055607,0.08852285823422487,5.601148119499455e-07,3.4395419565353296e-07,4.181752345283879,-0.9831242153543549,-0.32358956949025286,-1.0811826199964891,-1.0694664006690484,-0.9287397721512647,-0.9019152353028688,-0.8989341103298456,-0.9170979655511118,-1.0043995626646596,-0.939314769432552,-0.8167138297910299,-0.8194561198568375,-0.9019102435326636,4.122844781106104,-1.0262390458173145,-0.32342469083911485
139,True,"ridge(alpha=0.0001, warm_start)",,221.5937494281484,0.11823036803801859,0.004066651211044473,-16.24527251807916,-192.6323707611416,-1005.7333268181843,-144.1953584474854,-7.718043724265357,0.11813402376180045,5.601148119502942e-07,3.43954195653747e-07,3.2104341752117396,-0.3808038340770217,0.5106496911980052,-0.9287882615961374,-0.8726049185721713,-0.7775425572821073,-0.763109789064558,-0.7349658320042551,-0.7609602102719456,-0.7858374147972738,-0.7123816591817741,-0.608430964180757,-0.6207354106823311,-0.6899657341353214,3.201357351105398,-0.3872496927651489,0.5127623550019474
140,True,"ridge(alpha=0.0001, warm_start)",,220.44175658318758,0.11203000053593731,0.004075564513017608,-15.691720007364074,-184.14537799503964,-1005.8689366124643,-153.8782973711747,-10.775970950102224,0.20054323426823917,5.601148119482266e-07,3.439541956524774e-07,1.3854848365786154,1.8463619957172026,1.3426396287780926,-0.923785144649748,-0.8350380618020726,-0.7371887351802381,-0.7311351883460464,-0.6982890651921281,-0.7159492116527935,-0.7307014051449119,-0.649734979086302,-0.5327944375713439,-0.5370262645495752,-0.6016065369821337,1.3887875194624988,1.981533072604116,1.3452458925184605
141,True,"ridge(alpha=0.0001, warm_start)",,218.87773243209253,0.1210381368105371,0.004075271337824604,-17.160914477939958,-196.67156234392976,-1004.0312329257767,-149.83082258808975,-14.998964949228757,-0.0314364923791609,5.601148119504013e-07,3.4395419565381285e-07,3.302154993497722,-1.3238714698203626,-0.022777495939312994,-0.989257821819056,-0.9498413944921965,-0.8357780113481248,-0.8186224668793878,-0.8021893882871358,-0.8272848209459978,-0.8870213102269628,-0.8135161277808026,-0.6990609722741206,-0.7114756968420188,-0.7948939113748736,3.3336788838419724,-1.3150504195802502,-0.022823352250440226
142,True,"ridge(alpha=0.0001, warm_start)",,218.72001383912266,0.12156655420601059,0.004090651114057764,-3.5391769694824844,0.04160230517427462,-0.0038648345213904895,0.004471903627176469,-0.0010087482537434037,0.0024512131450216685,1.5444378396272225e-07,5.166643418961242e-08,0.6191157214588214,-0.12664863891416903,-0.04282843783379939,0.14311066588984175,0.4264225946243105,0.20431555688044994,0.13441645376613134,0.24213756376785533,0.11121689019957846,0.324372602526425,0.35481875679815833,0.3583382112821226,0.26466607365726613,0.15452222915613584,0.6254767900297994,-0.1252579301903068,-0.04275331339827329
143,True,"ridge(alpha=0.0001, warm_start)",,219.05477384342848,0.12267188717305866,0.0040788935234953375,-19.05404814907086,-207.05954234400596,-1003.3191516099574,-140.15641221523484,-13.042062743090856,0.24047104969968294,5.601148119481216e-07,3.4395419565241286e-07,5.576926091484735,-3.639531668216835,-1.02920898193668,-1.1081642551794808,-1.1130016615298688,-0.9543347887727258,-0.9265255664174687,-0.9351893385876444,-0.9594805401090283,-1.092619879960593,-1.0351757491279807,-0.9018320135312121,-0.9074327291313529,-1.003896888184336,5.625615658300575,-3.5671327115929916,-1.0303652051541474
144,True,"ridge(alpha=0.0001, warm_start)",,219.2555632333099,0.12080731674572834,0.0040837762094418535,-16.841383148481135,-193.5864284410586,-1005.1872305818266,-146.35221534865946,-11.991546851923719,0.14537563927547234,5.601148119497977e-07,3.4395419565344217e-07,3.5147928802299866,-1.2059429948225406,-0.20996539747974838,-0.9555570803235998,-0.9084212048892638,-0.8040551078936813,-0.7905031688071278,-0.7731989300363606,-0.8016055277499307,-0.8612804120549069,-0.7935618386816691,-0.6790116818554386,-0.6928494623162073,-0.7786316550083138,3.5422320429907,-1.2001964884956713,-0.2099499516354528
145,True,"ridge(alpha=0.0001, warm_start)",,224.0119190447311,0.11586701113918364,0.004093032819139498,-3.6338743964219486,0.06216419709688238,-0.004504616525139246,0.004754972331866247,-0.00048183268686319096,0.0024927152337446182,5.946242992108801e-07,-1.5291488165026368e-07,0.7077513401616162,-0.1513849937830974,0.015341604808303856,0.09519160040287128,0.42328729518249797,0.26199511430201433,0.20754992785876888,0.34496091026530296,0.21980561732470372,0.35103315257601075,0.40768256687743853,0.4474251263218638,0.3161993877302957,0.20214981439675508,0.6981318711209396,-0.15708757452336794,0.015305782925708371
146,True,"ridge(alpha=0.0001, warm_start)",,217.52153455013678,0.11917425686431009,0.0040872780051003,-16.58943883559125,-191.9755443419429,-1003.8948710431426,-156.80233412259238,-14.311077666293054,0.05243121786137963,5.601148119505374e-07,3.4395419565389644e-07,2.639331858470338,-1.202297177119398,0.40272743057341753,-0.9585746216623943,-0.9148504154521025,-0.8018274897221649,-0.781329738599589,-0.7583088783916929,-0.7833458113652726,-0.8204884404765218,-0.746744280002246,-0.6392507056928589,-0.6534642311008925,-0.727098974089449,2.681140868401369,-1.2129647665897256,0.4023527910921503
147,True,"ridge(alpha=0.0001, warm_start)",,222.64183632499987,0.12255143305896919,0.004087071618633497,-3.4848179489126245,0.035721502451121115,-0.0035067541155198168,0.0039574815660854065,-0.0007566075690640097,0.00215452092848967,-3.9120023871534765e-08,3.256540806184585e-08,0.6210745393119069,-0.14863906490100395,-0.02311931429945434,0.13560899858399364,0.4275547183406418,0.20922259168221394,0.13908643201162765,0.2670469564567261,0.1433514327294994,0.348429420160305,0.3898446880604382,0.39943372718950904,0.2913083047554811,0.1785059680390743,0.6164031388313259,-0.14582546884914963,-0.023098973805011955
148,True,"ridge(alpha=0.0001, warm_start)",,220.5432195802727,0.12073039169083763,0.004088476973035114,-4.222716165628374,0.06923646106217654,-0.004411812568776558,0.004730642663385973,-0.0006354054832694586,0.002269434138612835,-1.349180920134963e-07,-1.1683868146645878e-07,0.7165758704887287,-0.1670144888735346,-0.03651550026617759,0.1391045139037145,0.4411278099962243,0.24117467022758832,0.164810129596193,0.2781070367550062,0.15542159523979582,0.35597650061123465,0.4051779110382081,0.40513934104661287,0.29389437231189425,0.1772209281964677,0.7179535721276924,-0.1663245473301302,-0.036470833108532
