rep,n_loans,central_trapped_b,central_share_pct,null_trapped_b,null_share_pct,marginal_b,marginal_pp
1,101386,824.5719753686014,107.82266868787214,755.8473612508716,98.83610169303171,68.72461411772986,8.98656699484043
2,73128,807.4735372033168,105.58684296440946,733.4170806084713,95.90307366088157,74.05645659484549,9.683769303527882
3,91060,825.5654077130141,107.95257187368867,756.2638095015262,98.89055729314582,69.30159821148789,9.06201458054285
4,72832,817.254915495248,106.86587541080104,749.0719488397556,97.95013531356447,68.18296665549246,8.915740097236565
5,80376,829.1830339077499,108.4256198577136,761.858002158769,99.6220650322833,67.3250317489809,8.803554825430297
6,73358,822.3977042690092,107.5383566818715,753.7976684854193,98.56807979735365,68.60003578358987,8.970276884517858
7,62187,829.7711818774587,108.50252725400125,763.3163792483816,99.81276531613055,66.45480262907711,8.6897619378707
8,91600,830.8352273718922,108.641663955517,768.1576142770481,100.44581482075709,62.677613094844105,8.19584913475991
9,80694,828.6712764384226,108.35870143492927,759.8090506033653,99.35414005870288,68.8622258350573,9.004561376226391
10,64186,819.8313958354057,107.20278109568495,749.6215961033481,98.02200828107715,70.2097997320576,9.180772814607806
11,68649,815.1126804449142,106.58575250220905,741.5701321737916,96.9691828714568,73.54254827112254,9.616569630752252
12,78058,824.0974830860525,107.76062313490102,752.2262939813536,98.362603747236,71.87118910469894,9.39801938766503
13,86323,817.2569867274199,106.86614624923226,743.2049121679353,97.18294994934871,74.0520745594846,9.683196299883548
14,87047,833.2348878871394,108.95544832901965,765.8981901340107,100.15036803372412,67.33669775312865,8.805080295295525
15,68404,822.319000109139,107.52806516965967,749.9965744035126,98.07104118812654,72.32242570562642,9.457023981533126
16,82563,825.6640065236994,107.96546484994194,755.0938764427559,98.73757452347748,70.5701300809435,9.227890326464461
17,70360,795.5695223868956,104.03025035157812,711.5220316556705,93.04003358716665,84.04749073122514,10.990216764411471
18,66966,829.3057704647634,108.44166913360228,760.8398577109945,99.48893044276524,68.46591275376898,8.952738690837037
19,66522,819.0835052975411,107.1049854440162,748.5300338030374,97.87927342739025,70.5534714945037,9.225712016625948
20,88452,813.1555444678881,106.32983351595723,740.8165086138393,96.87063755843693,72.3390358540488,9.459195957520308
21,62879,814.293654560562,106.47865505139424,739.8499058573566,96.74424266280828,74.44374870320542,9.734412388585966
22,58486,814.6734745591227,106.52832106853913,740.1105920800827,96.77833051088476,74.56288247904001,9.749990557654371
23,75095,802.6181434026495,104.95194203064382,731.5632921863878,95.66066860611073,71.05485121626168,9.291273424533088
24,85436,820.3616009853364,107.27211177381287,748.8599448457556,97.92241325037485,71.50165613958075,9.349698523438022
25,82926,792.6850088030358,103.65306562814733,721.5081242632529,94.34583488393329,71.17688453978292,9.307230744214039
26,58224,806.3993239199996,105.44637670263108,735.0550219840906,96.11725412729216,71.34430193590902,9.329122575338928
27,63456,805.9928601801167,105.39322669696975,735.0517996046607,96.11683276255988,70.94106057545605,9.276393934409867
28,82961,828.5391334178247,108.34142215118577,762.024635946874,99.6438543972675,66.51449747095069,8.697567753918264
29,65309,823.1026237246936,107.63053334951522,754.7787245146609,98.69636463162523,68.32389921003266,8.934168717889989
30,73743,804.7256705674102,105.22752646720572,727.2907970856289,95.10198866369122,77.43487348178132,10.125537803514504
31,78172,812.1382756750778,106.1968134288209,736.9167449944048,96.36069672457418,75.22153068067303,9.83611670424672
32,73964,818.5900940841126,107.0404660140797,748.3779707583927,97.85938936175114,70.21212332571986,9.181076652328557
33,94523,810.9683130127656,106.04382678813467,733.55106306269,95.92059347261753,77.41724995007564,10.12323331551714
34,65822,824.4930080391101,107.81234276307812,758.7487014998272,99.21548670459978,65.74430653928289,8.596856058478338
35,62557,812.6127030320381,106.25885049199313,741.6047679061801,96.9737119085932,71.00793512585801,9.285138583399927
36,75679,822.3881622642223,107.53710895037989,758.2682958394649,99.15266790660479,64.11986642475733,8.384441043775098
37,65969,820.1567303361135,107.24532248094955,750.8839266810803,98.18707313378033,69.27280365503316,9.058249347169223
38,58673,812.544042678103,106.24987232778736,742.1561456029096,97.04581115097865,70.38789707519334,9.204061176808708
39,59675,816.5490741208934,106.7735781912415,744.0007351720379,97.28701334547273,72.54833894885542,9.486564845768768
40,57038,791.827760267115,103.5409701075223,713.9126543200628,93.35263615334682,77.91510594705221,10.188333954175476
41,78236,820.682086080007,107.31401904111554,748.2217174553658,97.83895736960622,72.4603686246412,9.475061671509323
42,73423,811.1526812636355,106.06793514668178,734.716165395098,96.07294456691533,76.43651586853753,9.994990579766451
43,90737,821.7688748805723,107.45612970249796,754.1373836803398,98.61250163074638,67.63149120023252,8.843628071751581
44,67814,816.0899584438862,106.7135433137413,739.9093689677308,96.75201817718488,76.18058947615543,9.961525136556418
45,55558,828.8679198368333,108.38441491614117,764.3035685047113,99.94185214335371,64.56435133212199,8.442562772787454
46,82278,818.7426379705262,107.0604129555432,748.3819046582732,97.85990376631027,70.36073331225293,9.200509189232932
47,86711,814.1075912881719,106.45432504846765,746.5050785675577,97.61448626024779,67.60251272061419,8.839838788219865
48,67127,816.2051635973734,106.72860776835127,738.4613215148679,96.56266861714853,77.74384208250547,10.165939151202736
49,76827,824.5962183134112,107.82583874346984,757.4366414945176,99.04391913320875,67.15957681889358,8.781919610261099
50,73684,813.6202835099548,106.3906037158378,737.0008141900191,96.37168977951221,76.61946931993566,10.018913936325589
51,58035,816.732026516141,106.79750140969628,748.9956606525566,97.94015971873604,67.73636586358441,8.85734169096024
52,76049,815.3009745848609,106.61037421780672,748.6267774821308,97.89192382295319,66.67419710273009,8.718450394853534
53,70713,809.3627306249103,105.83387764721289,733.2299426399492,95.87860312855496,76.13278798496117,9.95527451865793
54,89111,817.3095689791396,106.87302200886926,746.3900117742623,97.59943989789124,70.91955720487726,9.273582110978012
55,77550,816.5019216737159,106.76741244362734,745.7739916810175,97.51888788738988,70.72792999269836,9.248524556237456
56,65352,820.0958994321289,107.23736811116468,752.2935031180476,98.37139214739393,67.8023963140813,8.865975963770751
57,62602,813.2417904816728,106.34111121596126,739.284115590182,96.67025880409524,73.9576748914908,9.670852411866022
58,61754,823.8097410124276,107.72299741004159,759.4190236739141,99.30313936300888,64.39071733851347,8.419858047032704
59,79977,824.8092351665024,107.85369325012527,756.7844833971076,98.9586416455307,68.02475176939481,8.89505160459457
60,63371,800.2046188987704,104.63634477446071,724.8063405051436,94.77711618833534,75.39827839362681,9.859228586125369
61,102090,819.9882698528868,107.22329425368433,747.9675352254802,97.80571999654724,72.02073462740657,9.41757425713709
62,77703,828.4083560411603,108.32432144175448,763.6850419138344,99.86097237824535,64.72331412732592,8.463349063509128
63,75732,815.2556665614756,106.60444965070973,741.5881667167257,96.97154110409846,73.66749984474984,9.632908546611262
64,80250,819.3437222448468,107.13901192870696,745.3144558777926,97.45879807335129,74.02926636705422,9.680213855355674
65,63786,808.0483143960511,105.6620019713522,739.9651914345492,96.75931763378162,68.08312296150189,8.902684337570577
66,95342,821.3294616389264,107.39867115456481,749.5733464040686,98.01569905459954,71.75611523485782,9.382972099965272
67,70767,822.0509479673192,107.49301413937744,755.9569390629526,98.8504303053063,66.09400890436655,8.642583834071132
68,63622,816.8200951116544,106.80901743410591,747.3320774758525,97.72262627950377,69.48801763580184,9.08639115460214
69,87413,819.0906249325609,107.10591642162741,746.4254021239452,97.60406761028335,72.66522280861568,9.501848811344061
70,78985,811.1536321574255,106.06805948744179,740.107391625716,96.77791201311726,71.04624053170949,9.290147474324527
71,47163,813.3076737978298,106.34972624919337,741.389313377711,96.94553864666536,71.9183604201188,9.404187602528012
72,85965,820.3519335403382,107.27084763951018,752.0782091229868,98.3432398771333,68.27372441735145,8.92760776237688
73,76762,812.6246577187801,106.26041371056756,739.6176701060516,96.71387505486327,73.0069876127285,9.546538655704296
74,73061,826.4191316155657,108.06420650625618,758.9873352202418,99.24669092368875,67.43179639532389,8.817515582567438
75,75655,822.6758008938759,107.57472114870026,743.6322327565872,97.23882723796639,79.04356813728873,10.335893910733873
76,81789,813.2822537442471,106.34640227251535,741.6469395388756,96.9792263550163,71.63531420537151,9.367175917499054
77,68389,816.2119126514021,106.72949028805631,743.5052018602549,97.22221642574198,72.7067107911472,9.507273862314335
78,82668,824.3776747520974,107.79726155347396,757.2766769408083,99.02300185055589,67.10099781128906,8.774259702918073
79,72475,816.2847450039134,106.73901399107942,746.7153938656022,97.64198750620137,69.56935113831116,9.097026484878043
80,70090,794.351230533319,103.87094408988446,717.1282023481964,93.77310759798016,77.22302818512264,10.097836491904303
81,70805,824.3332162617613,107.7914480730052,759.9067943233763,99.36692122160179,64.42642193838503,8.424526851403414
82,85596,817.8769360480858,106.94721205331268,744.2636748559353,97.3213958606062,73.6132611921505,9.62581619270648
83,67200,818.785133239948,107.06596972134723,748.3064896687963,97.85004235254972,70.47864357115168,9.215927368797509
84,55694,824.7108265392831,107.84082514263962,760.5942122486956,99.45680935438568,64.11661429058745,8.384015788253933
85,85386,817.8477847526627,106.94340017204323,744.4474856026008,97.34543131879664,73.40029915006198,9.597968853246584
86,64252,815.0049038388919,106.57165941921498,744.0555660352494,97.294183138013,70.94933780364249,9.277476281201984
87,78295,817.2268737721473,106.86220861941152,743.1109619139941,97.17066482760501,74.11591185815325,9.69154379180651
88,94581,813.6914002237664,106.39990307853813,741.415646775945,96.94898205410341,72.27575344782144,9.45092102443472
89,93275,816.6173022592743,106.78249983808325,746.0118101434538,97.5499855017269,70.60549211582054,9.23251433635636
90,94635,821.8499864664544,107.46673601451506,748.7566901578377,97.9089114623704,73.09329630861669,9.557824552144666
91,76480,827.8929165193566,108.25692154647764,763.4056961767772,99.82444457502643,64.48722034257946,8.432476971451209
92,78657,811.4806801270432,106.11082492930312,740.2919582522123,96.80204631165519,71.18872187483089,9.308778617647931
93,69952,812.783674988331,106.28120712446302,738.0749088564752,96.51214053071429,74.70876613185578,9.769066593748732
94,72904,828.3556766932389,108.31743298562537,766.2725092376145,100.19931474292238,62.08316745562445,8.118118242702991
95,78390,809.2946087655845,105.82496989763139,734.7571062509187,96.07829807451056,74.53750251466579,9.746671823120835
96,74455,818.980079863353,107.09146132889043,751.4447004072924,98.26040101963676,67.53537945606058,8.831060309253672
97,70315,815.4512380872438,106.6300229717267,748.8689370252928,97.92358908562512,66.58230106195106,8.706433886101578
98,87439,814.4885420455893,106.50413892588577,748.3025208537813,97.84952338241827,66.18602119180798,8.6546155434675
99,84874,819.3898006363837,107.14503723067301,748.0528814887208,97.81688004338369,71.33691914766291,9.328157187289321
100,71240,806.0388629709663,105.39924211323984,729.7202155508527,95.41966424581723,76.31864742011362,9.979577867422606
101,84317,815.8530812336315,106.6825687794084,743.4472250815909,97.21463526705091,72.40585615204066,9.46793351235749
102,81896,816.099966442866,106.71485197955882,745.0179443118396,97.42002563226319,71.0820221310264,9.294826347295626
103,74110,821.2995767214435,107.39476334341819,751.9265497410191,98.3234085952273,69.37302698042436,9.071354748190885
104,81309,821.5974887238937,107.43371890836325,754.0217533554185,98.59738157987553,67.5757353684752,8.836337328487716
105,60616,807.8047897130365,105.63015820028265,735.8790354032641,96.22500375806295,71.9257543097724,9.405154442219697
106,80474,816.6646293007587,106.78868841599565,743.9874693579272,97.28527868128033,72.67715994283151,9.50340973471532
107,97183,817.7087225795997,106.92521612618538,750.1895061046879,98.09626932043835,67.51921647491179,8.828946805747023
108,61404,810.2797204109785,105.95378505232351,745.6045084998054,97.49672593010553,64.67521191117305,8.457059122217984
109,67962,821.811993459153,107.46176797344515,751.7284303002925,98.2975021037915,70.08356315886044,9.164265869653647
110,83902,824.7611852235484,107.8474101441814,756.2796691436455,98.89263113143866,68.48151607990292,8.954779012742733
111,83548,806.2892956940933,105.43198919335042,730.4162907015123,95.51068441457554,75.87300499258106,9.921304778774882
112,79929,817.8064384628714,106.937993649097,750.8918814693247,98.18811331768542,66.91455699354663,8.749880331411575
113,54165,818.6401913410816,107.04701683086914,751.9839634340932,98.33091612372863,66.65622790698842,8.716100707140512
114,74787,806.2639174236298,105.428670680316,730.6927041374764,95.54682878428143,75.57121328615335,9.881841896034572
115,76016,808.2038726115704,105.68234307247455,732.1288207060976,95.73461823820556,76.07505190547283,9.947724834268996
116,80371,823.9101667744512,107.73612928207928,752.992064138102,98.46273737337002,70.9181026363492,9.273391908709257
117,102149,821.2819262106593,107.39245532758295,750.6033861520262,98.15038909718766,70.67854005863308,9.242066230395295
118,78903,814.6985963378703,106.53160604220749,742.2462659045653,97.05759546055712,72.45233043330495,9.474010581650361
119,72346,814.1184081524839,106.45573948312199,735.1754685837552,96.13300396381119,78.94293956872866,10.322735519310797
120,69891,820.0667889111479,107.23356156164223,751.4367104837991,98.25935624137676,68.63007842734885,8.974205320265469
121,57124,797.0098582177059,104.21859152460344,729.2156334497803,95.35368408843262,67.79422476792558,8.864907436170824
122,73820,804.9119127369685,105.2518798630812,733.9383446464656,95.97123518146009,70.97356809050291,9.280644681621112
123,68230,813.8302832307144,106.41806369627903,741.8158153977647,97.00130889762787,72.01446783294966,9.41675479865117
124,75570,826.4811802326565,108.07232010662457,759.722282468118,99.34279408505971,66.75889776453846,8.729526021564865
