leg,convention,irls_prestep,start_id,kind,sigma_rung,seed,converged,optimizer_converged,objective_finite,irls_converged,irls_iterations,eta_max,eta_min,max_abs_macro,failure,fit_error,optimizer_warning,fit_method,rate_gap_bps,burnout_orth,friction,penalized_objective,on_production_branch,l2_distance_to_production,l2_macro_distance_to_production
prod_warm,ddof0,True,10,dispersed,0.25,1008.0,True,False,True,False,,544.0968769262087,-5.064265839070996,0.6903479043437966,,"IRLS prestep raised: ValueError('NaN, inf or invalid value detected in weights, estimation infeasible.')","divide by zero encountered in divide; overflow encountered in divide; GLM ridge optimization may have failed, |grad|=nan","ridge(alpha=0.0001, warm_start)",0.6903479043437966,-0.2479320467698708,-0.0777597725557957,1.9529652370284515e+232,False,0.5286342474004239,0.11296453794672456
prod_warm,ddof0,True,11,dispersed,0.25,1009.0,True,False,True,False,,20.904208834849292,-5730290.550518004,0.8936247208254244,,"IRLS prestep raised: ValueError('NaN, inf or invalid value detected in weights, estimation infeasible.')",overflow encountered in exp; divide by zero encountered in divide; invalid value encountered in divide; invalid value encountered in multiply; divide by zero encountered in divide; invalid value encountered in multiply; divide by zero encountered in log; invalid value encountered in multiply; divide by zero encountered in divide; overflow encountered in divide; invalid value encountered in divide;,"ridge(alpha=0.0001, warm_start)",0.8936247208254244,-0.5664809870968657,0.24404316533798137,19691684212822.074,False,1034.198838669177,0.5293130298090588
prod_warm,ddof0,True,12,dispersed,0.25,1010.0,False,False,False,False,,5729932.397482132,5.9596887586566165,0.28883382802880714,objective: exp overflow: max eta 5.73e+06 > 700,"IRLS prestep raised: ValueError('NaN, inf or invalid value detected in weights, estimation infeasible.')",overflow encountered in exp; divide by zero encountered in divide; invalid value encountered in divide; invalid value encountered in multiply; divide by zero encountered in divide; invalid value encountered in multiply; overflow encountered in exp; invalid value encountered in multiply; invalid value encountered in subtract; overflow encountered in exp; overflow encountered in divide; invalid valu,"ridge(alpha=0.0001, warm_start)",0.28883382802880714,-0.14549620055039436,-0.23543862966942766,,False,1034.20880783794,0.4254140313090712
prod_warm,ddof0,True,13,dispersed,0.25,1011.0,False,False,False,False,,5729851.08578705,7.968007610391698,0.7403329538054726,objective: exp overflow: max eta 5.73e+06 > 700,"IRLS prestep raised: ValueError('NaN, inf or invalid value detected in weights, estimation infeasible.')",overflow encountered in exp; divide by zero encountered in divide; invalid value encountered in divide; invalid value encountered in multiply; divide by zero encountered in divide; invalid value encountered in multiply; overflow encountered in exp; invalid value encountered in multiply; invalid value encountered in subtract; overflow encountered in exp; overflow encountered in divide; invalid valu,"ridge(alpha=0.0001, warm_start)",0.7403329538054726,-0.12695908922830312,-0.24893848641366978,,False,1034.2025268492537,0.2630216662603
prod_warm,ddof0,True,14,dispersed,0.5,1012.0,False,False,False,False,,5729913.907872858,8.01990002736739,1.0458885900951551,objective: exp overflow: max eta 5.73e+06 > 700,"IRLS prestep raised: ValueError('NaN, inf or invalid value detected in weights, estimation infeasible.')",overflow encountered in exp; divide by zero encountered in divide; invalid value encountered in divide; invalid value encountered in multiply; divide by zero encountered in divide; invalid value encountered in multiply; overflow encountered in exp; invalid value encountered in multiply; invalid value encountered in subtract; overflow encountered in exp; overflow encountered in divide; invalid valu,"ridge(alpha=0.0001, warm_start)",1.0458885900951551,-0.18177304995267876,-0.09638599827707788,,False,1034.2031996663377,0.40903151019266165
prod_warm,ddof0,True,15,dispersed,0.5,1013.0,True,False,True,False,,21.52736318459125,-5730319.247174019,1.03576387826451,,"IRLS prestep raised: ValueError('NaN, inf or invalid value detected in weights, estimation infeasible.')",overflow encountered in exp; divide by zero encountered in divide; invalid value encountered in divide; invalid value encountered in multiply; divide by zero encountered in divide; invalid value encountered in multiply; divide by zero encountered in log; invalid value encountered in multiply; divide by zero encountered in divide; overflow encountered in divide; invalid value encountered in divide;,"ridge(alpha=0.0001, warm_start)",1.03576387826451,-0.6413790393845016,0.11100003576216488,19691108766106.207,False,1034.2047546533515,0.6214581291448987
prod_warm,ddof0,True,16,dispersed,0.5,1014.0,True,False,True,True,32.0,22.271552736550685,-37.890391848930385,0.6468566611623441,,,"GLM ridge optimization may have failed, |grad|=0.061779","ridge(alpha=0.0001, warm_start)",0.6468566611623441,-0.17126111626178134,-0.007112288418605505,1920054.0797932579,False,2.7695144070484094e-05,1.2950900222264233e-12
prod_warm,ddof0,True,17,dispersed,0.5,1015.0,True,False,True,False,100.0,23.84264500965241,-5730328.368244427,0.5103660563671393,,,divide by zero encountered in log; invalid value encountered in multiply; divide by zero encountered in divide; overflow encountered in divide; invalid value encountered in divide; divide by zero encountered in log; invalid value encountered in multiply; divide by zero encountered in divide; overflow encountered in divide; invalid value encountered in divide; divide by zero encountered in log; inv,"ridge(alpha=0.0001, warm_start)",0.5103660563671393,-0.4517236400872867,0.22101684953282902,19723958333448.055,False,1034.229548043878,0.38643475005567135
prod_warm,ddof0,True,18,dispersed,0.5,1016.0,True,False,True,False,,408.1785112928891,-6.4217930039760995,0.8289307008573972,,"IRLS prestep raised: ValueError('NaN, inf or invalid value detected in weights, estimation infeasible.')","divide by zero encountered in divide; overflow encountered in divide; GLM ridge optimization may have failed, |grad|=nan","ridge(alpha=0.0001, warm_start)",0.8289307008573972,-0.2394543219858976,-0.08082177661522078,1.8286806603493962e+173,False,2.128488846857645,0.20792873271498663
prod_warm,ddof0,True,19,dispersed,0.5,1017.0,False,False,False,False,,5405545.010085815,-696.7175523831106,5.167926245793362,objective: exp overflow: max eta 5.406e+06 > 700,"IRLS prestep raised: ValueError('NaN, inf or invalid value detected in weights, estimation infeasible.')",overflow encountered in exp; divide by zero encountered in divide; overflow encountered in divide; invalid value encountered in divide; invalid value encountered in multiply; divide by zero encountered in divide; invalid value encountered in multiply; overflow encountered in exp; invalid value encountered in multiply; invalid value encountered in subtract; overflow encountered in exp; overflow enc,"ridge(alpha=0.0001, warm_start)",-1.6513029520545381,-1.2158114124467463,5.167926245793362,,False,1034.1801543176389,5.757920350235761
