Market_Rate,Friction,Rate_Velocity,CPR_US,CPR_Danish
0.08000000000000002,0.065,0.015,0.0478,0.4683
0.02,0.065,0.02,0.5552,0.5553
0.025,0.065,0.02,0.5016,0.5026
0.030000000000000002,0.065,0.02,0.4381,0.4509
0.035,0.065,0.02,0.367,0.4214
0.04000000000000001,0.065,0.02,0.2962,0.4016
0.045000000000000005,0.065,0.02,0.2387,0.3901
0.05,0.065,0.02,0.1882,0.3846
0.05500000000000001,0.065,0.02,0.1466,0.3812
0.06000000000000001,0.065,0.02,0.1127,0.379
0.065,0.065,0.02,0.0855,0.3776
0.07,0.065,0.02,0.0634,0.3758
0.07500000000000001,0.065,0.02,0.0497,0.374
0.08000000000000002,0.065,0.02,0.0387,0.3729
0.02,0.065,0.025,0.5552,0.5553
0.025,0.065,0.025,0.5016,0.5026
0.030000000000000002,0.065,0.025,0.4381,0.4509
0.035,0.065,0.025,0.367,0.4214
0.04000000000000001,0.065,0.025,0.2962,0.4016
0.045000000000000005,0.065,0.025,0.2387,0.3901
0.05,0.065,0.025,0.1882,0.3846
0.05500000000000001,0.065,0.025,0.1466,0.3812
0.06000000000000001,0.065,0.025,0.1127,0.379
0.065,0.065,0.025,0.0855,0.3776
0.07,0.065,0.025,0.0634,0.3758
0.07500000000000001,0.065,0.025,0.0497,0.374
0.08000000000000002,0.065,0.025,0.0387,0.3729
0.02,0.065,0.03,0.5552,0.5553
0.025,0.065,0.03,0.5016,0.5026
0.030000000000000002,0.065,0.03,0.4381,0.4509
0.035,0.065,0.03,0.367,0.4214
0.04000000000000001,0.065,0.03,0.2962,0.4016
0.045000000000000005,0.065,0.03,0.2387,0.3901
0.05,0.065,0.03,0.1882,0.3846
0.05500000000000001,0.065,0.03,0.1466,0.3812
0.06000000000000001,0.065,0.03,0.1127,0.379
0.065,0.065,0.03,0.0855,0.3776
0.07,0.065,0.03,0.0634,0.3758
0.07500000000000001,0.065,0.03,0.0497,0.374
0.08000000000000002,0.065,0.03,0.0387,0.3729
0.02,0.065,0.035,0.5552,0.5553
0.025,0.065,0.035,0.5016,0.5026
0.030000000000000002,0.065,0.035,0.4381,0.4509
0.035,0.065,0.035,0.367,0.4214
0.04000000000000001,0.065,0.035,0.2962,0.4016
0.045000000000000005,0.065,0.035,0.2387,0.3901
0.05,0.065,0.035,0.1882,0.3846
0.05500000000000001,0.065,0.035,0.1466,0.3812
0.06000000000000001,0.065,0.035,0.1127,0.379
0.065,0.065,0.035,0.0855,0.3776
0.07,0.065,0.035,0.0634,0.3758
0.07500000000000001,0.065,0.035,0.0497,0.374
0.08000000000000002,0.065,0.035,0.0387,0.3729
0.02,0.06999999999999999,-0.01,0.6673,0.6673
0.025,0.06999999999999999,-0.01,0.6004,0.6022
0.030000000000000002,0.06999999999999999,-0.01,0.5245,0.5401
0.035,0.06999999999999999,-0.01,0.4387,0.5038
0.04000000000000001,0.06999999999999999,-0.01,0.3568,0.4784
0.045000000000000005,0.06999999999999999,-0.01,0.2862,0.4659
0.05,0.06999999999999999,-0.01,0.2273,0.4569
0.05500000000000001,0.06999999999999999,-0.01,0.1781,0.4528
0.06000000000000001,0.06999999999999999,-0.01,0.1356,0.4498
0.065,0.06999999999999999,-0.01,0.1028,0.4479
0.07,0.06999999999999999,-0.01,0.076,0.4464
0.07500000000000001,0.06999999999999999,-0.01,0.0592,0.4439
0.08000000000000002,0.06999999999999999,-0.01,0.0452,0.4428
0.02,0.06999999999999999,-0.005,0.6673,0.6673
0.025,0.06999999999999999,-0.005,0.6004,0.6022
0.030000000000000002,0.06999999999999999,-0.005,0.5245,0.5401
0.035,0.06999999999999999,-0.005,0.4387,0.5038
0.04000000000000001,0.06999999999999999,-0.005,0.3568,0.4784
0.045000000000000005,0.06999999999999999,-0.005,0.2862,0.4659
0.05,0.06999999999999999,-0.005,0.2273,0.4569
0.05500000000000001,0.06999999999999999,-0.005,0.1781,0.4528
0.06000000000000001,0.06999999999999999,-0.005,0.1356,0.4498
0.065,0.06999999999999999,-0.005,0.1028,0.4479
0.07,0.06999999999999999,-0.005,0.076,0.4464
0.07500000000000001,0.06999999999999999,-0.005,0.0592,0.4439
0.08000000000000002,0.06999999999999999,-0.005,0.0452,0.4428
0.02,0.06999999999999999,0.0,0.6673,0.6673
0.025,0.06999999999999999,0.0,0.6004,0.6022
0.030000000000000002,0.06999999999999999,0.0,0.5245,0.5401
0.035,0.06999999999999999,0.0,0.4387,0.5038
0.04000000000000001,0.06999999999999999,0.0,0.3568,0.4784
0.045000000000000005,0.06999999999999999,0.0,0.2862,0.4659
0.05,0.06999999999999999,0.0,0.2273,0.4569
